# Модель: gigachat3.1-10b-a1.8b
# Путь: D:\TEST_AI
# Среднее время ответа модели: 6.570 с
# Общее время ответов: 2772.554 с
# Минимальное время: 0.787 с
# Максимальное время: 14.811 с
# Количество обработанных файлов: 429
# Дата: 2026-03-31 16:58:55

Путь	Результат	Время_ответа_с
D:\TEST_AI\63513\4-1-02 Проект полосы отвода\ППО.pdf	"Документация: Проектная документация; Раздел: ""Проект полосы отвода""; Заказчик: Муниципальное Бюджетное Учреждение ""Дирекция Сопровождения Реализации Программ"" Талдомского Городского Округа Московской Области; Исполнитель: Индивидуальный предприниматель Лещинский Дмитрий Викторович; Проект: ПД-ДОГ-0148200005425000496-ТС; Объект: Капитальный ремонт участков тепловых сетей и сетей ГВС от котельной ""Северный"" по адресу: Московская область, г. о. Талдомский, рп Северный, ул. Садовая,12"	8.349
D:\TEST_AI\63513\4-1-03 Технол. и констр. решения\ТКР.pdf	"Документация: Проектная документация; Раздел: «Технологические и конструктивные решения линейного объекта. Искусственные сооружения. Конструктивные решения тепловых сетей»; Заказчик: Муниципальное Бюджетное Учреждение ""Дирекция Сопровождения Реализации Программ"" Талдомского Городского Округа Московской Области; Исполнитель: Лещинский Дмитрий Викторович; Проект: ПД-ДОГ-0148200005425000496-ГС; Объект: Капитальный ремонт участков тепловых сетей и сетей ГВС от котельной ""Северный"" по адресу: Московская область, г. о. Талдомский, рп Северный, ул. Садовая,12"	9.185
D:\TEST_AI\63513\4-1-05 Проект орг. стр-ва\ПОС.pdf	"Документация: Проектная документация; Раздел: Проект организации строительства; Заказчик: Муниципальное Бюджетное Учреждение ""Дирекция Сопровождения Реализации Программ"" Талдомского Городского Округа Московской Области; Исполнитель: Лещинский Дмитрий Викторович; Проект: ПД-ДОГ-0148200005425000496-ТС; Объект: Капитальный ремонт участков тепловых сетей и сетей ГВС от котельной ""Северный"" по адресу: Московская область, г. о. Талдомский, рп Северный, ул. Садовая, 12"	8.063
D:\TEST_AI\63513\4-2-1-2 Инж-геологические\Отчет г.о.Талдомский, рп Северный.pdf	"Документация: Технический отчёт; Раздел: по результатам инженерно-геологических изысканий для подготовки проектной документации; Заказчик: ИП Д. В. Лещинский; Исполнитель: ЕО «ГЕОДРИЛЛИНГ»; Проект: 42525-ИГИ; Объект: капитальный ремонт участков тепловых сетей и сетей ГВС от котельной ""Северный"" по адресу: Московская область, г.о.Талдомский, рп Северный, ул. Садовая, 12"	6.384
D:\TEST_AI\63513\4-3-01 Задание на проектир-е\Задание на проектирование.pdf	"Документация: Техническое задание (описание объекта закупки); Раздел: основные данные и требования; Заказчик: АО «Мособлгаз»; Исполнитель: ; Проект: Л№ 01/1841-ПКК-15110-2025-ПИР; Объект: Капитальный ремонт участков тепловых сетей и сетей ГВС от котельной ""Северный"" по адресу: Московская область, г. о. Талдомский, рп Северный, ул. Садовая,12"	7.831
D:\TEST_AI\63513\4-3-08 Полномочия заявителя\Договор №№ 01_1841-ПКК-15110-2025-ПИР от 07.11.25.pdf	"Документация: Договор; Раздел: предмет договора; Заказчик: Акционерное Общество «Мособлгаз»; Исполнитель: Индивидуальный предприниматель Лещинский Дмитрий Викторович; Проект: № 0148200005425000496; Объект: Капитальный ремонт участков тепловых сетей и сетей ГВС от котельной ""Северный"" по адресу: Московская область, г. о. Талдомский, рп Северный, ул. Садовая,12"	8.448
D:\TEST_AI\63513\4-3-09 Выписка реестра СРО\Выписка_НОПРИЗ.pdf	"Документация: Выписка из реестра; Раздел: Сведения о члене СРО; Заказчик: Общество с ограниченной ответственностью «ГЕОДРИЛЛИНГ»; Исполнитель: Ассоциация саморегулируемая организация Некоммерческое партнерство инженеров-изыскателей ""ГЕОБАЛТ""; Проект: ; Объект:"	5.349
D:\TEST_AI\63513\4-3-12 Индивид сметн норматив\Информация о документе Акт передачи результатов инженерных изысканий и (или) проектной документации № б_н от 16.01.2026 (МСК).pdf	"Документация: Акт передачи результатов инженерных изысканий и (или) проектной документации; Раздел: акт приема-передачи; Заказчик: ; Исполнитель: АО ""МОСОБЛГАЗ""; Проект: 153266-25/3501006037525000007/0148200005425000496; Объект: Капитальный ремонт участков тепловых сетей и сетей ГВС от котельной ""Северный"" по адресу: Московская область, г.о. Талдомский, рп Северный, ул. Садовая, 12"	8.335
D:\TEST_AI\63537\3 Заявление\ЛК-МО-63537 Заявление (2).pdf	"Документация: Заявление; Раздел: общие сведения; Заказчик: АО ""АВТОБЫТДОР""; Исполнитель: не указано; Проект: ЛК-МО-63537; Объект: не указано"	3.397
D:\TEST_AI\63537\3 Заявление\ЛК-МО-63537 Заявление.pdf	"Документация: Заявление; Раздел: Общие сведения; Заказчик: АО ""АВТОБЫТДОР""; Исполнитель: ; Проект: ЛК-МО-63537; Объект:"	2.741
D:\TEST_AI\63537\4-1-02 Схема организации участка\Раздел ПД №2 МЕС-БМК-0124-П-ПЗУ.pdf	"Документация: Проектная документация; Раздел: Схема планировочной организации земельного участка; Заказчик: АО ""АВТОБЫТДОР""; Исполнитель: ООО «ФУНДАМЕНТ СТРОЙ КОНТРОЛЬ»; Проект: МЕС-БМК-01/24-ППЗУ; Объект: Московская область, г. о. Луховицы, д. Павловское, ул. Молодежная, д.5Б"	5.855
D:\TEST_AI\63537\4-1-02 Схема организации участка\Раздел ПД №2 МЕС-БМК-0124-П-ПЗУ_ИУЛ.pdf	Документация: ИУЛ; Раздел: Раздел ПД №2 МЕС-БМК-0124-П-ПЗУ; Заказчик: ; Исполнитель: ; Проект: ; Объект: Строительство БМК мощностью 2,5 МВт по адресу: Московская область, г. о. Луховицы, д. Павловское, ул. Молодежная, д.5Б	5.596
D:\TEST_AI\63537\4-1-03 Архитектурные решения\Раздел ПД №3 МЕС-БМК-0124-П-АР.pdf	"Документация: Проектная документация; Раздел: Объемно-планировочные и архитектурные решения; Заказчик: АО ""Автобытдор""; Исполнитель: ООО «ФУНДАМЕНТ СТРОЙ КОНТРОЛЬ»; Проект: МЕС-БМК-01/24-АР; Объект: Московская область, г. о. Луховицы, д. Павловское, ул. Молодежная, д.5Б"	5.790
D:\TEST_AI\63537\4-1-03 Архитектурные решения\Раздел ПД №3 МЕС-БМК-0124-П-АР_ИУЛ.pdf	Документация: ИУЛ; Раздел: Проектная документация №3 Архитектурные решения; Заказчик: ; Исполнитель: ; Проект: МЕС- БМК-01/24-АР; Объект: Строительство БМК мощностью 2,5 МВт по адресу: Московская область, г. о. Луховицы, д. Павловское, ул. Молодежная, д.5Б	5.390
D:\TEST_AI\63537\4-1-04 Конструктивные реш-я\Раздел ПД №4 МЕС-БМК-0124-П-КР.pdf	"Документация: Проектная документация; Раздел: Конструктивные решения; Заказчик: АО ""Автобытдор""; Исполнитель: ООО «ФУНДАМЕНТ СТРОЙ КОНТРОЛЬ»; Проект: МЕС-БМК-02/24-КР; Объект: Московская область, г. о. Луховицы, пос. Свх ""Астапово"", ул. Новая, д.16"	5.554
D:\TEST_AI\63537\4-1-04 Конструктивные реш-я\Раздел ПД №4 МЕС-БМК-0124-П-КР_ИУЛ.pdf	Документация: ИУЛ; Раздел: ПД №4; Заказчик: ; Исполнитель: ; Проект: МЕС-БМК-01/24- К Р; Объект: Московская область, г. о. Луховицы, д. Павловское, ул. Молодежная, д.5Б	4.515
D:\TEST_AI\63537\4-1-05-1 Система электроснабж\Раздел ПД №5 Подраздел №1 МЕС-БМК-0124-П-ИОС1.pdf	"Документация: Проектная документация; Раздел: 5 «Сведения об инженерном оборудовании, о сетях и системах инженерно-технического обеспечения»; Заказчик: АО ""Автобытдор""; Исполнитель: ООО «ФУНДАМЕНТ СТРОЙ КОНТРОЛЬ»; Проект: не указан; Объект: Московская область, г. о. Луховицы, д. Павловское, ул. Молодежная, д.5Б"	5.749
D:\TEST_AI\63537\4-1-05-1 Система электроснабж\Раздел ПД №5 Подраздел №1 МЕС-БМК-0124-П-ИОС1_ИУЛ.pdf	Документация: ИУЛ; Раздел: Подраздел №1 ИОС1(1); Заказчик: ; Исполнитель: ; Проект: МЕС-БМК-01/24-ИСОМ1; Объект: Строительство БМК мощностью 2,5 МВт по адресу: Московская область, г. о. Луховицы, д. Павловское, ул. Молодежная, д.5Б	5.791
D:\TEST_AI\63537\4-1-06 Технологические реш\Раздел ПД №6 МЕС-БМК-0124-П-ТХ.pdf	"Документация: Проектная документация; Раздел: раздел б«Технологические решения»; Заказчик: АО ""Автобытдор""; Исполнитель: ООО «ФУНДАМЕНТ СТРОЙ КОНТРОЛЬ»; Проект: МЕС-БМК-01/24- ТХ; Объект: Московская область, г.о. Луховицы, д. Павловское, ул. Молодежная, д.5Б"	5.645
D:\TEST_AI\63537\4-1-06 Технологические реш\Раздел ПД №6 МЕС-БМК-0124-П-ТХ_ИУЛ.pdf	Документация: ИУЛ; Раздел: Технологические решения; Заказчик: ; Исполнитель: ; Проект: МЕС- БМК-01/24- ТХ; Объект: Московская область, г. о. Луховицы, д. Павловское, ул. Молодежная, д.5Б	4.953
D:\TEST_AI\63537\4-1-09 Меропр. по пож. по без-ти\Раздел ПД №9МЕС-БМК-0124-П-ПБ.pdf	"Документация: Проектная документация; Раздел: 9 «Мероприятия по обеспечению пожарной безопасности»; Заказчик: АО ""Автобытдор""; Исполнитель: ООО «ФУНДАМЕНТ СТРОЙ КОНТРОЛЬ»; Проект: МЕС-БМК-01/24-ПБ; Объект: Московская область, г. о. Луховицы, д. Павловское, ул. Молодежная, д.5Б"	5.882
D:\TEST_AI\63537\4-1-09 Меропр. по пож. по без-ти\Раздел ПД №9МЕС-БМК-0124-П-ПБ_ИУЛ.pdf	Документация: ИУЛ; Раздел: Мероприятия по обеспечению пожарной безопасности; Заказчик: ; Исполнитель: ; Проект: МЕС-БМК-01/24-ПБ; Объект: Строительство БМК мощностью 2,5 МВт по адресу: Московская область, г. о. Луховицы, д. Павловское, ул. Молодежная, д.5Б	5.767
D:\TEST_AI\63537\4-1-12-1 Пояс. зап. к сметн. док\Раздел ПД №12 МЕС-БМК-0124-СМ.pdf	"Документация: Проектная документация; Раздел: Смета на строительство, реконструкцию, капитальный ремонт, снос объекта капитального строительства; Заказчик: АО ""АВТОБЫТДОР""; Исполнитель: ООО «ФУНДАМЕНТ СТРОЙ КОНТРОЛЬ»; Проект: МЕС-БМК-01/24-П-СМ; Объект: Московская область, м. о. Луховицы, д. Павловское, ул. Молодежная, д.5Б"	6.709
D:\TEST_AI\63537\4-1-12-1 Пояс. зап. к сметн. док\Раздел ПД №12 МЕС-БМК-0124-СМ_ИУЛ.pdf	Документация: ИУЛ; Раздел: Раздел ПД №12 МЕС-БМК-0124-СМ записка к сметной документации 1; Заказчик: ; Исполнитель: ; Проект: ; Объект: Московская область, м.о. Луховицы, д. Павловское, ул. Молодежная, д.5Б	5.299
D:\TEST_AI\63537\4-1-12-2 Ведомости\СОПОСТАВИТЕЛЬНАЯ ВЕДОМОСТЬ к ЛС-02-01-01 КР, АР .pdf	ОШИБКА: Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 4580>= n_ctx: 4096). Try to load the model with a larger context length, or provide a shorter input.'}	N/A
D:\TEST_AI\63537\4-1-12-2 Ведомости\СОПОСТАВИТЕЛЬНАЯ ВЕДОМОСТЬ к ЛС-02-01-06 ТХ.pdf	ОШИБКА: Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 4303>= n_ctx: 4096). Try to load the model with a larger context length, or provide a shorter input.'}	N/A
D:\TEST_AI\63537\4-1-12-2 Ведомости\СОПОСТАВИТЕЛЬНАЯ ВЕДОМОСТЬ к ЛС-07-01-01 СПОЗУ.pdf	ОШИБКА: Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 4387>= n_ctx: 4096). Try to load the model with a larger context length, or provide a shorter input.'}	N/A
D:\TEST_AI\63537\4-1-12-3 Конъюнктурный анализ\Раздел ПД №12 МЕС-БМК-0124-СМ.КАЦ_ИУЛ.pdf	Документация: ИУЛ; Раздел: Коэффициентный анализ цен и коммерческие предложения; Заказчик: ; Исполнитель: ; Проект: МЕС-БМК-0124-СМ.КАЦ; Объект: Строительство БМК мощностью 2,5 МВт по адресу: Московская область, м. о. Луховицы, д. Павловское, ул. Молодежная, д.5Б (в т. ч. ПИР)	5.713
D:\TEST_AI\63537\4-1-12-6-2 Сводный расчет\Раздел ПД №12 МЕС-БМК-0124-СМ.ССР_ИУЛ.pdf	Документация: ИУЛ; Раздел: ПД №12; Заказчик: ; Исполнитель: ; Проект: ; Объект: Строительство БМК мощностью 2,5 МВт по адресу: Московская область, г. о. Луховицы, д. Павловское, ул. Молодежная, д.5Б (в т.ч. ПИР)	4.783
D:\TEST_AI\63537\4-1-12-6-4 Локальные сметы\Раздел ПД №12 МЕС-БМК-0124‐СМ.ЛСР_ИУЛ.pdf	Документация: ИУЛ; Раздел: Смета на строительство объекта капитального строительства; Заказчик: ; Исполнитель: ; Проект: ; Объект: Московская область, м.о. Луховицы, д. Павловское, ул. Молодежная, д.5Б (в т.ч. ПИР)	5.302
D:\TEST_AI\63537\4-1-12-6-5 Отдельные виды затрат\Раздел ПД №12 МЕС-БМК-0124-СМ.ПИР.pdf	Документация: Сводная смета; Раздел: сметная документация на проектные работы и инженерные изыскания; Заказчик: Управление ЖКК Д. В. Емельянов (наименование должности); Исполнитель: ООО «Адепт»; Проект: нет; Объект: строительство БМК мощностью 2,5 МВт по адресу: Московская область, г.о. Луховицы, д. Павловское, ул. Молодежная, д. 5Б	7.185
D:\TEST_AI\63537\4-3-05 Размещение ОКС\ГПЗУ Павловское стр-во БМК.pdf	Документация: Градостроительный план земельного участка; Раздел: ГрПЗУ; Заказчик: Администрация городского округа Луховицы Московской области; Исполнитель: ; Проект: РФ -50-3-49-0-00-2024-26326-0; Объект: Московская область, городской округ Луховицы	5.481
D:\TEST_AI\63537\4-3-05 Размещение ОКС\Павловское_ЗУ_ЕГРН_мун.соб.pdf	"Документация: Выписка из ЕГРН; Раздел: Сведения о характеристиках объекта недвижимости; Заказчик: Филиал публично-правовой компании ""Роскадастр"" по Московской области; Исполнитель: не применимо; Проект: не применимо; Объект: Московская область, г. о. Луховицы, д. Павловское, ул. Молодежная"	5.525
D:\TEST_AI\63537\4-3-06 ТУ инжсети\Договор 5ВО Павловское.pdf	Договор: Договор; Раздел: Предмет договора; Заказчик: Администрация муниципального округа Луховицы Московской области; Исполнитель: Общество с ограниченной ответственностью «Луховицкая сетевая компания»; Проект: № 5/ВО; Объект: Московская область, м.о. Луховицы, д. Павловское, ул. Молодежная, д.5Б	6.017
D:\TEST_AI\63537\4-3-06 ТУ инжсети\Договор 5ВС Павловское.pdf	Документация: Договор; Раздел: предмет договора; Заказчик: Администрация муниципального округа Луховицы; Исполнитель: Общество с ограниченной ответственностью «Луховицкая сетевая компания»; Проект: № 5/ВС; Объект: БМК мощностью 2,5 МВт по адресу: Московская область, м. о. Луховицы, д. Павловское, ул. Молодежная, д.5Б	6.273
D:\TEST_AI\63537\4-3-06 ТУ инжсети\Договор_К0056_Мособлгаз.pdf	Документация: Договор; Раздел: Предмет договора; Заказчик: Администрация муниципального округа Луховицы Московской области; Исполнитель: Акционерное Общество «Мособлгаз»; Проект: № 0052-К0056-25; Объект: котельная на земельном участке с кадастровым номером 5035:0050211:2218, Московская область, г. о. Луховицы, д. Павловское, ул. Молодежная	7.817
D:\TEST_AI\63537\4-3-06 ТУ инжсети\Павловское_ДС_№1_к_договору_ЭС_Россети.pdf	Документация: Дополнительное соглашение; Раздел: о внесении изменений в договор технологического присоединения; Заказчик: Администрация Муниципального округа Луховицы (Тимохин Сергей Александрович); Исполнитель: Сетевая организация (ПАО «Россети Московский регион» - Восточные электрические сети); Проект: договор № В8-24-302-133752(625180); Объект: технологическое присоединение к электрическим сетям.	7.667
D:\TEST_AI\63537\4-3-06 ТУ инжсети\ТУ ИНКО-Телеком № 047.pdf	Документация: Технические условия; Раздел: технические условия на подключение; Заказчик: ООО «ИНКО-Телеком»; Исполнитель: ; Проект: ; Объект: Строительство БМК на 2,5 МВт по адресу: Московская область, г. о. Луховицы, д. Павловское, ул. Молодежная, д. 56	5.709
D:\TEST_AI\63537\4-3-06 ТУ инжсети\ТУ ЭС Павловское.pdf	Документация: Технические условия; Раздел: технические условия для технологического присоединения; Заказчик: Администрация городского округа Луховицы Московской области; Исполнитель: ПАО «Россети Московский регион»; Проект: № В8-24-302-133752(625130); Объект: 140517, Московская обл., Луховицы г, Павловское д, Молодежная, д.5	7.117
D:\TEST_AI\63537\4-3-08 Полномочия заявителя\Доверенность 2025.pdf	Документ: Доверенность; ФИО: Тимохин Сергей Александрович; Дата: 30.03.2024	2.856
D:\TEST_AI\63537\4-3-09 Выписка реестра СРО\НОПРИЗ Кушаков А.А. П-176896.pdf	Документация: Уведомление; Раздел: Национальный реестр специалистов в области инженерных изысканий и архитектурно-строительного проектирования; Заказчик: «Национальное объединение изыскателей и проектировщиков» «НОПРИЗ»; Исполнитель: Кушаков Андрей Александрович; Проект: ; Объект:	4.545
D:\TEST_AI\63537\4-3-09 Выписка реестра СРО\СРО ФСК 02.12.2025.pdf	"Документация: выписка из реестра; Раздел: сведения о члене СРО; Заказчик: ООО ""ФУНДАМЕНТ СТРОЙ КОНТРОЛЬ""; Исполнитель: Ассоциация - Саморегулируемая организация 15 ""Профессиональное объединение проектировщиков Московской области ""Мособлпрофпроект"" (СРО-П-140-27022010); Проект: ; Объект:"	6.935
D:\TEST_AI\63537\4-3-14-2 Иные сведения\491-ПП Гос.пр (стр. 18).pdf	Документ: Постановление; Раздел: распределение бюджетных ассигнований; Заказчик: Правительство Московской области; Исполнитель: не применимо; Проект: государственная программа Московской области «Развитие инженерной инфраструктуры, энергоэффективности и отрасли обращения с отходами» на 2023-2028 годы; Объект: не применимо	4.509
D:\TEST_AI\63537\4-3-14-2 Иные сведения\МК Павловское с ЭЦП.pdf	"Документация: Муниципальный контракт; Раздел: предмет контракта; Заказчик: Администрация городского округа Луховицы Московской области; Исполнитель: Акционерное общество ""АВТОБЫТДОР""; Проект: № 01482000054240007480001; Объект: Московская область, г. о. Луховицы, д. Павловское, ул. Молодежная, д.5Б"	8.178
D:\TEST_AI\63580\3 Заявление\Заявление о проведении гос.экспертизы Новое Ступино Петра Великого.pdf	Документация: Заявление; Раздел: о проведении государственной экспертизы; Заказчик: Муниципальное казенное учреждение «Управление автодорог, транспорта и связи» городского округа Ступино Московской области; Исполнитель: МБУ «Архитектурно-планировочное бюро»; Проект: не указано; Объект: Капитальный ремонт автомобильной дороги общего пользования местного значения Московская область, городской округ Ступино, с. Верзилово, мкр. Новое Ступино, ул. Петра Великого	6.829
D:\TEST_AI\63580\3 Заявление\ЛК-МО-63580 Заявление (2).pdf	"Документация: Заявление; Раздел: Общие сведения; Заказчик: МКУ ""УАТС"" ГОРОДСКОГО ОКРУГА СТУПИНО; Исполнитель: не указано; Проект: ЛК-МО-63580; Объект: нет данных"	4.516
D:\TEST_AI\63580\3 Заявление\ЛК-МО-63580 Заявление.pdf	"Документация: Заявление; Раздел: общие сведения; Заказчик: МКУ ""УАТС"" ГОРОДСКОГО ОКРУГА СТУПИНО; Исполнитель: не указано; Проект: ЛК-МО-63580; Объект: нет данных"	3.518
D:\TEST_AI\63580\4-1-09-1 Пояс. зап. к сметн. док\Раздел 9 СМ Новое Ступино Петра Великого.pdf	Документация: Проектная документация; Раздел: «Сметы»; Заказчик: Муниципальное казенное учреждение «Управление автодорог, транспорта и связи» городского округа Ступино Московской области; Исполнитель: Муниципальное бюджетное учреждение «Архитектурно-планировочное бюро» городского округа Ступино Московской области; Проект: Капитальный ремонт автомобильной дороги общего пользования местного значения Московская область, городской округ Ступино, с. Верзилово, мкр. Новое Ступино, ул. Петра Великого; Объект: с. Верзилово, мкр. Новое Ступино, ул. Петра Великого	7.469
D:\TEST_AI\63580\4-1-09-2 Ведомости\ВОР Новое Ступино Петра Великого.pdf	Документация: Ведомость объемов работ; Раздел: проектная документация (наименование раздела); Заказчик: ; Исполнитель: ; Проект: ; Объект: ул. Петра Великого, с. Верзилово, мкр. Новое Ступино, Московская область, городской округ Ступино	5.756
D:\TEST_AI\63580\4-1-09-6-2 Сводный расчет\ССР Новое Ступино Петра Великого.pdf	Документация: Смета; Раздел: Капитальный ремонт автомобильной дороги общего пользования местного значения; Заказчик: ; Исполнитель: ; Проект: ; Объект: Московская область, городской округ Ступино, с.Верзилово, мкр. Новое Ступино, ул.Петра Великого	4.642
D:\TEST_AI\63580\4-1-09-6-4 Локальные сметы\Смета Новое Ступино Петра Великого.pdf	Документация: Локальная смета; Раздел: Дорожная одежда; Заказчик: ; Исполнитель: ; Проект: ; Объект: Капитальный ремонт автомобильной дороги общего пользования местного значения Московская область, городской округ Ступино, с. Верзилово, мкр. Новое Ступино, ул. Петра Великого	7.778
D:\TEST_AI\63580\4-2-2-2 Обслед. грунтов\Акт обследования Новое Ступино Петра Великого.pdf	Документация: Акт; Раздел: ; Заказчик: Муниципальное казенное учреждение «Управление автодорог, транспорта и связи» городского округа Ступино Московской области; Исполнитель: ; Проект: ; Объект: Капитальный ремонт автомобильной дороги общего пользования местного значения Московская область, городской округ Ступино, с. Верзилово, мкр. Новое Ступино, ул. Петра Великого	5.913
D:\TEST_AI\63580\4-3-01 Задание на проектир-е\АПБ выполнить 57 проекта.pdf	Документация: Заявление; Раздел: о выполнении проектно-изыскательских работ; Заказчик: МКУ «Управление автодорог, транспорта и связи» городского округа Ступино; Исполнитель: МБУ «Архитектурно-плановое бюро»; Проект: не указан; Объект: ул. Сосновый бор; ул. Рассветный переулок; с. Татариново, ул. Рябиновая; с. Татариново, ул. Виноградная; с. Татариново, ул. 6-й Серебряный квартал; с. Татариново, ул. 5-й Серебряный квартал	8.526
D:\TEST_AI\63580\4-3-01 Задание на проектир-е\ТЗ Новое Ступино Петра Великого.pdf	Документация: Техническое задание; Раздел: на выполнение работ на разработку проектной документации; Заказчик: МКУ «Управление автодорог, транспорта и связи» городского округа Ступино Московской области; Исполнитель: Муниципальное бюджетное учреждение «Архитектурно-planirovochnoe byuro»; Проект: ; Объект: Московская область, городской округ Ступино, с. Верзилово, мкр. Новое Ступино, ул. Петра Великого	6.761
D:\TEST_AI\63580\4-3-08 Полномочия заявителя\Распоряжение о назначении Кузьмина А.С. МКУ.pdf	Документ: Распоряжение	1.200
D:\TEST_AI\63580\4-3-08 Полномочия заявителя\Устав МКУ УАТС.pdf	Документ: Устав	0.787
D:\TEST_AI\63580\4-3-09 Выписка реестра СРО\Выписка ПроектСтройСтандарт 2023 СРО АПБ.pdf	"Документация: Справка СРО; Раздел: сведения о члене саморегулируемой организации; Заказчик: Муниципальное бюджетное учреждение «Архитектурно-планировочное бюро» городского округа Ступино; Исполнитель: Саморегулируемая организация Ассоциация проектных организаций ""ПроектСтройСтандарт""; Проект: нет; Объект: Московская область, Городской округ Ступино, г. Ступино, ул. Андропова, 21"	6.755
D:\TEST_AI\63580\4-3-09 Выписка реестра СРО\СРО Ачкасова Н.В..pdf	Документация: Уведомление; Раздел: о включении сведений в Национальный реестр специалистов; Заказчик: Ассоциация саморегулируемых организаций общероссийская негосударственная некоммерческая организация — национальное объединение проектировщиков и изыскателей; Исполнитель: Ачкасова Наталья Викторовна; Проект: ; Объект:	5.039
D:\TEST_AI\63580\4-3-11 Акты приемки работ\МКУ согласовывает 57 проекта АПБ.pdf	Документация: Заявление; Раздел: согласование проектной документации; Заказчик: МКУ «Управление автодорог, транспорта и связи» городского округа Ступино; Исполнитель: МБУ «Архитектурно-плановым бюро» городского округа Ступино; Проект: не указано; Объект: ул. Сосновый бор; ул. Рассветный переулок; с. Гатариново (ул. Рябиновая, ул. Виноградная); с. Татариново (ул. 6-й Серебряный квартал, ул. 5-й Серебряный квартал)	7.977
D:\TEST_AI\63580\4-3-14-2 Иные сведения\55 дорог МОГЭ сопровод с перечнем дорог и финансированием.pdf	Документация: Заявление; Раздел: Планирование капитального ремонта; Заказчик: МКУ «Управление автодорог, транспорта и связи» городского округа Ступино Московской области; Исполнитель: ГАУ МО «Мособлгосэкспертиза»; Проект: № 7211-13; Объект: Московская область, г. Ступино, ул. Сосновый бор, ул. Рассветный переулок, с. Татариново, ул. Рябиновая, ул. Виноградная, ул. 6-й Серебряный квартал, ул. 5-й Серебряный квартал, ул. 4-й Серебряный квартал	9.229
D:\TEST_AI\63580\4-3-14-2 Иные сведения\Выписка из мун.программы 2026 дороги.pdf	"Документация: Подпрограмма; Раздел: Пика из муниципальной программы «Развитие и функционирование дорожно-транспортного комплекса»; Заказчик: Администрация городского округа Стунино; Исполнитель: МКУ ""УАТС""; Проект: нет данных; Объект: дороги Подмосковья"	4.354
D:\TEST_AI\63580\4-3-14-2 Иные сведения\Выписка из реестра имущества для МОГЭ 2026.pdf	Документация: Выписка из реестра муниципального имущества; Раздел: объекты недвижимости/транспортные средства; Заказчик: городской округ Ступино Московской области; Исполнитель: не указан; Проект: не применимо; Объект: автомобильная дорога с определёнными характеристиками в разных населённых пунктах.	4.700
D:\TEST_AI\63590\3 Заявление\Заявление о проведении гос.экспертизы Торбеево Даниловская.pdf	Документация: Заявление; Раздел: о проведении государственной экспертизы; Заказчик: Муниципальное казенное учреждение «Управление автодорог, транспорта и связи» городского округа Ступино Московской области; Исполнитель: МБУ «Архитектурно-планировочное бюро»; Проект: не указано; Объект: Капитальный ремонт автомобильной дороги общего пользования местного значения Московская область, городской округ Ступино, д. Торбеево, ул. Даниловская УИН 1000013787.5327946014	8.042
D:\TEST_AI\63590\3 Заявление\ЛК-МО-63590 Заявление (2).pdf	"Документация: Заявление; Раздел: Общие сведения; Заказчик: МКУ ""УАТС"" ГОРОДСКОГО ОКРУГА СТУПИНО; Исполнитель: Государственная экспертиза; Проект: ; Объект:"	4.008
D:\TEST_AI\63590\3 Заявление\ЛК-МО-63590 Заявление.pdf	"Документация: Заявление; Раздел: Общие сведения; Заказчик: МКУ ""УАТС"" ГОРОДСКОГО ОКРУГА СТУПИНО; Исполнитель: Государственная экспертиза; Проект: ; Объект:"	3.002
D:\TEST_AI\63590\4-1-09-1 Пояс. зап. к сметн. док\Раздел 9 СМ Торбеево Даниловская.pdf	Документация: Проектная документация; Раздел: «Сметы»; Заказчик: Муниципальное казенное учреждение «Управление автодорог, транспорта и связи» городского округа Ступино Московской области; Исполнитель: Муниципальное бюджетное учреждение «Архитектурно-планировочное бюро» городского округа Ступино Московской области; Проект: капитальный ремонт автомобильной дороги общего пользования местного значения Московская область, городской округ Ступино, д. Торбеево, ул. Даниловская; Объект: Московская область, городской округ Ступино, д. Торбеево, ул. Даниловская	7.447
D:\TEST_AI\63590\4-1-09-2 Ведомости\ВОР Торбеево Даниловская.pdf	Документация: Ведомость объемов работ; Раздел: 1. Дорожная одежда; Заказчик: ; Исполнитель: ; Проект: ; Объект: Капитальный ремонт автомобильной дороги общего пользования местного значения Московская область, городской округ [е ‘упино, д. Торбеево, ул. Даниловская]	5.593
D:\TEST_AI\63590\4-1-09-6-2 Сводный расчет\ССР Торбеево Даниловская.pdf	Документация: Сводный сметный расчет; Раздел: смета на строительство; Заказчик: ; Исполнитель: ; Проект: ; Объект: Капитальный ремонт автомобильной дороги общего пользования местного значения Московская область, городской округ Ступино, д. Торбеево, ул. Даниловская	6.359
D:\TEST_AI\63590\4-1-09-6-4 Локальные сметы\Смета Торбеево Даниловская.pdf	ОШИБКА: Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 4120>= n_ctx: 4096). Try to load the model with a larger context length, or provide a shorter input.'}	N/A
